year,unitid,inst_name,state_abbr,inst_control,institution_level,number_admitted,number_applied,reqt_hs_rank,reqt_test_scores,reqt_other_test,reqt_toefl,years_college_reqd,open_admissions_policy,reqt_hs_gpa,reqt_hs_record,reqt_college_prep,reqt_recommendations,reqt_competencies,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,inst_status,degree_granting,open_public,postsec_public_active_title_iv,inst_category,primarily_postsecondary,offering_highest_degree,offering_highest_level,offering_undergrad,inst_affiliation,student_faculty_ratio,tuition_payment_plan
"2019","485519","International Sports Sciences Association","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","27","No"
"2019","443128","International Technological University","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Non-Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2019","441238","Irell & Manella Graduate School of Biological Sciences at City of Hope","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Non-Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","No"
"2019","116439","Irvine Valley College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","30","No"
"2019","481474","J D Academy of Salon and Spa","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","15","Yes"
"2019","116712","John F. Kennedy University","CA","Private not-for-profit","Four or more years","22","22","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Required","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, professional practice","Doctor's degree","Yes","Private not-for-profit (no religious affiliation)","7","Yes"
"2019","462354","John Paul the Great Catholic University","CA","Private not-for-profit","Four or more years","255","350","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Not applicable","No","Required","Required","Recommended","Neither required nor recommended","Neither required nor recommended","48","65","23","31","515","635","510","588","21","25","21","26","17","25","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (religious affiliation)","9","No"
"2019","428125","John Wesley International Barber and Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","25","Yes"
"2019","494658","KC Beauty Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","New (active), added during the current year","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","25","Yes"
"2019","440031","Keck Graduate Institute","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2019","117627","La Sierra University","CA","Private not-for-profit","Four or more years","2980","5399","Neither required nor recommended","Required","Neither required nor recommended","Required","Not applicable","No","Required","Required","Required","Neither required nor recommended","Neither required nor recommended","321","96","71","22","460","580","450","570","16","24","13","26","16","24","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","13","Yes"
"2019","117168","Laguna College of Art and Design","CA","Private not-for-profit","Four or more years","349","431","Neither required nor recommended","Recommended","Neither required nor recommended","Required","Not applicable","No","Required","Required","Neither required nor recommended","Recommended","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","12","Yes"
"2019","117195","Lake Tahoe Community College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","17","Yes"
"2019","117238","Lancaster Beauty School","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","21","Yes"
"2019","117247","Laney College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","30","Yes"
"2019","366401","Las Positas College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","25","Yes"
"2019","117274","Lassen Community College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","20","No"
"2019","454786","Laurus College","CA","Private for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","14","No"
"2019","483957","Lawrence & Company College of Cosmetology","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","14","Yes"
"2019","481298","Lawrence & Company College of Cosmetology","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","18","Yes"
"2019","483221","Learnet Academy Inc","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Non-Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","3","Missing/not reported"
"2019","117520","Life Chiropractic College West","CA","Private not-for-profit","Four or more years","","","","","","","3","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, professional practice","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","No"
"2019","117104","Life Pacific University","CA","Private not-for-profit","Four or more years","127","139","Neither required nor recommended","Required","Neither required nor recommended","Required","Not applicable","No","Required","Required","Neither required nor recommended","Required","Neither required nor recommended","60","78","13","17","460","572","430","540","15","19","13","20","15","18","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (religious affiliation)","11","Yes"
"2019","117548","Lincoln Law School of Sacramento","CA","Private for-profit","Four or more years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Non-Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, professional practice","Doctor's degree","No","Private for-profit","","Yes"
"2019","117557","Lincoln University","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (no religious affiliation)","18","Yes"
"2019","117636","Loma Linda University","CA","Private not-for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","3","No"
"2019","117645","Long Beach City College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","27","No"
"2019","490124","Los Angeles Academy of Figurative Art","CA","Private for-profit","Four or more years","","","","","","","1","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","6","Yes"
"2019","117788","Los Angeles City College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","27","No"
"2019","446385","Los Angeles College of Music","CA","Private for-profit","Four or more years","174","246","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Required","Required","Neither required nor recommended","Considered","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","5","Yes"
"2019","117681","Los Angeles Community College District Office","CA","Public","Four or more years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Not applicable","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","","Not applicable"
"2019","117803","Los Angeles County College of Nursing and Allied Health","CA","Public","At least two but less than four years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","3","Yes"
"2019","436429","Los Angeles Film School","CA","Private for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","25","Yes"
"2019","117690","Los Angeles Harbor College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","30","No"
"2019","117867","Los Angeles Mission College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","29","Yes"
"2019","368780","Los Angeles ORT College-Los Angeles Campus","CA","Private not-for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Non-Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private not-for-profit (no religious affiliation)","","No"
"2019","400558","Los Angeles Pacific College","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Restore (active), restored to the current universe","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","22","Yes"
"2019","474863","Los Angeles Pacific University","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (religious affiliation)","20","Yes"
"2019","117706","Los Angeles Pierce College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","29","No"
"2019","117715","Los Angeles Southwest College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","24","No"
"2019","117724","Los Angeles Trade Technical College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","24","No"
"2019","117733","Los Angeles Valley College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","28","No"
"2019","117894","Los Medanos College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","23","No"
"2019","117900","Los Rios Community College District Office","CA","Public","At least two but less than four years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Not applicable","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","","Not applicable"
"2019","117946","Loyola Marymount University","CA","Private not-for-profit","Four or more years","8150","18592","Recommended","Required","Neither required nor recommended","Required","Not applicable","No","Required","Required","Required","Required","Neither required nor recommended","1016","69","596","41","620","700","610","710","27","31","27","34","25","30","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","10","Yes"
"2019","117955","Lu Ross Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","20","Yes"
"2019","118143","Lyle's College of  Beauty","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","10","Yes"
"2019","118134","Lyle's College of Beauty","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","24","Yes"
"2019","118161","Lytles Redwood Empire Beauty College Inc","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","14","Yes"
"2019","449366","Make-up Designory","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Private for-profit","12","Yes"
"2019","411684","Marian Health Careers Center-Los Angeles Campus","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","18","Yes"
"2019","475282","Marian Health Careers Center-Van Nuys Campus","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","14","Yes"
"2019","123943","Marshall B Ketchum University","CA","Private not-for-profit","Four or more years","","","","","","","3","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, professional practice","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","No"
"2019","118541","Marymount California University","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (religious affiliation)","17","Yes"
"2019","454698","Mayfield College","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","20","Yes"
"2019","476595","Medical Allied Career Center","CA","Private for-profit","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","15","Yes"
"2019","493479","Medical Career College of Northern California","CA","Private for-profit","Less than two years (below associate's)","13","18","Neither required nor recommended","Neither required nor recommended","Required","Neither required nor recommended","Not applicable","No","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","","","","","New (active), added during the current year","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","3","Yes"
"2019","118684","Mendocino College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","17","No"
"2019","118693","Menlo College","CA","Private not-for-profit","Four or more years","1906","3039","Recommended","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Required","Required","Required","Required","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private not-for-profit (no religious affiliation)","17","Yes"
"2019","118718","Merced College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","26","No"
"2019","491808","Meridian University","CA","Private for-profit","Four or more years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","No","Private for-profit","","Yes"
"2019","118772","Merritt College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","30","Yes"
"2019","440819","Miami Ad School-San Francisco","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least two, but less than four academic years","Yes","Private for-profit","10","Yes"
"2019","119058","Middlebury Institute of International Studies at Monterey","CA","Private not-for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","1","Yes"
"2019","454546","Milan Institute of Cosmetology-Fairfield","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","15","Yes"
"2019","460516","Milan Institute of Cosmetology-La Quinta","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","13","Yes"
"2019","454573","Milan Institute of Cosmetology-Visalia","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Closed in current year (active)","No","Yes","Non-Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","13","Yes"
"2019","489760","Milan Institute-Bakersfield West","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","10","Yes"
"2019","457077","Milan Institute-Bakersfield","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","16","Yes"
"2019","448895","Milan Institute-Fresno","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","20","Yes"
"2019","482060","Milan Institute-Merced","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","20","Yes"
"2019","442657","Milan Institute-Palm Desert","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Private for-profit","10","Yes"
"2019","112288","Milan Institute-Visalia","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","16","Yes"
"2019","118888","Mills College","CA","Private not-for-profit","Four or more years","807","1064","Recommended","Considered","Neither required nor recommended","Required","Not applicable","No","Required","Required","Recommended","Required","Neither required nor recommended","47","34","28","20","505","675","500","615","19","29","21","32","18","25","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (no religious affiliation)","10","Yes"
"2019","118912","MiraCosta College","CA","Public","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","22","No"
"2019","118930","Mission College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","18","Yes"
"2019","493761","MIXED Institute of Cosmetology & Barber","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","New (active), added during the current year","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","10","Yes"
"2019","118958","Modern Beauty Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","15","No"
"2019","371928","Modern Technology School","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least two, but less than four academic years","Yes","Private for-profit","14","Yes"
"2019","118976","Modesto Junior College","CA","Public","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","29","No"
"2019","118994","Moler Barber College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","19","Yes"
"2019","119067","Monterey Peninsula College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","20","No"
"2019","119137","Moorpark College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","31","Yes"
"2019","460394","Moreno Valley College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","29","No"
